id,fecha,usuario,ubicacion_perfil,texto
2005063394798534972,2025-12-27 23:49:00+00:00,marcalpalazzolo,"Buenos Aires, Argentina","🇦🇷 | El presidente Milei celebró la aprobación de la ley de Inocencia Fiscal: ""Se le devolvió la libertad a los argentinos, volvimos a abrazar las ideas de la libertad en materia fiscal... Este gobierno diseña sus políticas en base a criterios morales"". https://t.co/AGJutVfDQs"
2005063296047874514,2025-12-27 23:48:36+00:00,marcalpalazzolo,"Buenos Aires, Argentina","🇦🇷 | EFECTO MILEI: La inflación de Argentina en 2025 será la más baja de los últimos 8 años.  ➡️ 2018: 47,6% ➡️ 2019: 53,8% ➡️ 2020: 36,1% ➡️ 2021: 50,9% ➡️ 2022: 94,8% ➡️ 2023: 211,4% ➡️ 2024: 117,8% ✅ 2025: Debajo del 32% (estimado)"
2005063104619753526,2025-12-27 23:47:51+00:00,Agustinpuiggari,"San Miguel, Argentina",@LadyAMA01091892 La casa está en orden...gracias a Milei....
2005062973006459282,2025-12-27 23:47:19+00:00,juanes_combes,"Mendoza, Argentina",El tipo necesitaba desesperadamente una excusa para bardear a Milei jajajajajaja lo banque.
2005062956846121095,2025-12-27 23:47:15+00:00,marcalpalazzolo,"Buenos Aires, Argentina",JAVIER MILEI LE DEVOLVIÓ LA FELICIDAD A LOS CHICOS.  GRACIAS PRESIDENTE! https://t.co/UEpj6CfylW
2005062904781881458,2025-12-27 23:47:03+00:00,ornelasargiotti,"Buenos Aires, Argentina",¿Alguien sabe si Javier Milei maneja la cuenta de Gaturro en ig o simplemente le manda la colab y él la acepta?
2005062752025591941,2025-12-27 23:46:27+00:00,AquilanoMonica,Argentina ,"@marcalpalazzolo Milei / El Pastor Evangélico Ambos Creación De Massa ¡! Para El 27 Aparece Un Candidato Potable Y Viene Del Sur ....Ni Libertad, Ni Kirchnerismo Que Son Lo Mismo LiberKirchnerismo 🦁✌"
2005062695977189697,2025-12-27 23:46:13+00:00,arqueoschein,"Buenos Aires, Argentina",@UCRCapital En serio UCR? y por qué será entonces que ustedes le votaron todo a Milei?
2005062641572872576,2025-12-27 23:46:00+00:00,SilviaR20176728,"Buenos Aires, Argentina",@Trumperizar PERIODISTA: A USTED TAMBIÉN LE GUSTAN LAS PELOTAS DE MILEI... SR: A MI ME GUSTAN LAS MUJERES PERO VLLC...🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
2005062595477434385,2025-12-27 23:45:49+00:00,MAURIAC78,Argentina,"@AdrinCaruso3 @agarra_pala @JMilei @PatoBullrich Mientras se agachen y con la lengua le limpien el culo a Milei se los soporta, no se los milita, esa es una diferencia mientras a vos te encanta la criminal condenada, acá se los soporta hasta que sea hora de sacarlos son apenas unas maderitas en una escalera, que pronto se van.."
2005062552922046473,2025-12-27 23:45:39+00:00,AgenciaHoy,"Posadas, Argentina","“Argentina va a pagar sus deudas, no tengan dudas”, aseguró el presidente Milei https://t.co/Ffr1ELtUNn a través de @AgenciaHoy"
2005062536237121996,2025-12-27 23:45:35+00:00,Informatesalta,Salta Argentina,"Milei: ""Argentina va a pagar sus deudas, no tengan dudas"" https://t.co/qWy26IscMD"
2005062469455413716,2025-12-27 23:45:19+00:00,marcalpalazzolo,"Buenos Aires, Argentina","""YO ME COMPROMETÍ CON LOS ARGENTINOS PARA QUE ARGENTINA SEA EL PAÍS MÁS LIBRE DEL MUNDO""  Javier Milei garantizó que en su gobierno se van a acelerar las reformas pro mercado."
2005062388215619917,2025-12-27 23:45:00+00:00,SomosJujuy,"Jujuy, Argentina","Tras la aprobación del Presupuesto 2026 y la ley de Inocencia Fiscal, el Presidente anticipó una nueva etapa de reformas económicas, laborales y penales. https://t.co/7pyoRKpoN8"
2005062346671263772,2025-12-27 23:44:50+00:00,aries12532233,"Formosa, Argentina",ese no lo dejarán entrar por Judio eso lo dudovox le va hacer un desfile de la puta madre a milei
2005062287326151097,2025-12-27 23:44:36+00:00,GabuGeek,Argentina,"@Angelalerena Realmente no entiendo en donde viven los fanáticos del kirchnerismo y la izquierda, son los mismos que durante 4 años con más de 200% de inflación anual y crecimiento de la pobreza  e indigencia, estaban MUDOS  Realmente viven en su propia ecochamber, por algo sigue ganando Milei"
2005062247018901880,2025-12-27 23:44:26+00:00,marcalpalazzolo,"Buenos Aires, Argentina","LA INFLACIÓN DE 2025 SERÁ LA MÁS BAJA EN SIETE AÑOS  El índice anual cerraría entre 30,4% y 30,6%, muy por debajo del 117,8% de 2024.  JAVIER MILEI, EL MEJOR PRESIDENTE DE LA HISTORIA ARGENTINA."
2005062240249282834,2025-12-27 23:44:24+00:00,trouzeaux,"Buenos Aires, Argentina",Ganó Milei y tu sesuda teoría de la ficción como licenciado en letras “la representación”?? La ficción como un doble de la realidad?? Chicos gente que da clases en la universidad no puede estar con estas ideas
2005061940088103282,2025-12-27 23:43:13+00:00,fran_1970,"Buenos Aires, Argentina","@Schwarzsee10 Hay que enfrentar a esta mierda antes que nos destruyan ellos a nosotros . Solo hay que ver lo que hicieron en el mundo. Milei, el pro ni los K van a mover un dedo"
2005061856172589393,2025-12-27 23:42:53+00:00,arqueoschein,"Buenos Aires, Argentina","Después votan a Milei, claro. La libertad avanza sobre el patrimonio natural"
2005061799943831697,2025-12-27 23:42:40+00:00,marcalpalazzolo,"Buenos Aires, Argentina",Hasta a los kirchneristas les va bien económicamente con Javier Milei como Presidente ajajajajjaja se quieren morir😂
2004897796978299166,2025-12-27 12:50:58+00:00,Fran_Casaretto_,CABA,"Si la economía no creciera, no habría Lali en River. Gracias @JMilei FIN"
2005061789327958232,2025-12-27 23:42:37+00:00,enrique_pc,córdoba,"@la_morzah @Jul_is_ @Soybrenpazo Lo están entendiendo ahora, con Milei"
2005061780897431800,2025-12-27 23:42:35+00:00,dani_eddie,"Sierras de Cordoba, Argentina","@mavica7 El gob de Milei tiene bien claro quienes pueden y quienes no, entrar y permanecer en el pais como inmigrantes. Diferente era el gob kuka que metio +o- 500 senegaleses y pakistanies como refugiados, cuando en realidad no lo eran."
2005061577758953620,2025-12-27 23:41:47+00:00,pablobuttarazzi,"Santa Fé, Argentina",@CMonteroOficial @grok es cierto que Milei dijo esto?
2005061487447228759,2025-12-27 23:41:25+00:00,RubenJoseMarti7,Argentina,@NancyAmoretti @LajeAntonio Milei no tenía a nadie para poner
2005061476428754956,2025-12-27 23:41:22+00:00,Gabyd67,Buenos Aires,"@Hernan_Diego_10 @thehallowed @elejercitodelam Es más permiso que Milei, imagínate. Es más ancho que alto."
2005061465883951165,2025-12-27 23:41:20+00:00,HVrizz,"Neuquén, Argentina","@bomarzo27 @juanmaria62 Y no, Milei las tiene bien puestas, piensa, es estratega, sabe de Economía, tiene la colalimpia. Macri no"
2005061442219942052,2025-12-27 23:41:14+00:00,MaguilaGorilaAR,Argentina,@Jul_is_ Al final les iba bien con Milei! Para pagar 130 lucas de entrada.
2005061374104535371,2025-12-27 23:40:58+00:00,Mariael43614009,Argentina.Esquina,@ResistenciaNac_ Sacá a los liber .Se reee falopean incluida Bullrich y los 2 Milei
2005061075923030357,2025-12-27 23:39:47+00:00,CicchittiMonica,"Mar del Plata, Argentina",@marcalpalazzolo Los hermanos Milei ✌️🤡
2005060980695539976,2025-12-27 23:39:24+00:00,or_talo,Rosario,No habrá piedad con este desgobierno. Llegará el día en que se Milei y su banda se van a ir. Y desde ese día no habrá piedad con ellos. https://t.co/WIDlZV5cPh
2005060957501059373,2025-12-27 23:39:19+00:00,Cris_Casalis,Argentina,@KingOfPeronia2 Falta Milei en la lista.
2005060930208760012,2025-12-27 23:39:12+00:00,tomycabj10,"Concordia, Argentina",@SergioChouza @Mileistamex Habla por vos @SergioChouza mugriento de mierda. Nadie quiere acá al mugriento de AMLO ni a tus criminales Kukas. Aguante Milei qué bajó la inflación que dejó tugobierno HDP .
2004848566679076911,2025-12-27 09:35:21+00:00,myriambregman,Ciudad Autónoma Buenos Aires,"¿Quiénes son los tres senadores peronistas que votaron a favor del presupuesto de Milei? https://t.co/P648YMazgH, vía @izquierdadiario"
2005060864937001446,2025-12-27 23:38:57+00:00,marcalpalazzolo,"Buenos Aires, Argentina","El presidente Milei anticipó que pisará el acelerador en 2026 e impulsará más reformas.  ""Vamos a avanzar fuertemente con lo que está en el Consejo de Mayo, que incluye todos los temas medulares de la Argentina salvo el previsional y la coparticipación"". https://t.co/3JTedhig7R"
2005060857664078029,2025-12-27 23:38:55+00:00,marcalpalazzolo,"Buenos Aires, Argentina","Javier Milei desmiente rotundamente la opereta de que estan desfinanciando ciencia y educación:  ""Obviamente es otra mentira de los KUKITAS de mierda"" https://t.co/PkPMDbJlGj"
2005060755763462270,2025-12-27 23:38:31+00:00,QuidCuestion,Argentina,Milei aseguró que Argentina pagará sus deudas https://t.co/RLdzBfiRAI https://t.co/CROyNyKfDp
2005016581223649763,2025-12-27 20:42:59+00:00,a_alechiara,,@Jackes_is_back ÚNICO LÍDER INDISCUTIDO EL MEJOR PRESIDENTE DE DEMOCRACIA @mauriciomacri # #MacristasUnidos #ElPRONoTieneSucursales #ElPRONoDestiñe #AcaEstamosJuntosSiempre 💛🐱💪🏻🇦🇷 https://t.co/XZuJtzPrmp
2005060275809169601,2025-12-27 23:36:36+00:00,germanderamos,"Buenos Aires, Argentina","y Argentina de la mano de Milei va en dirección contraria al futuro, desfinanciamos Universidades, Ciencia e investigación e innovación tecnológica nos llevan a 1910 en la relación capítal-trabajo aumentando carga horaria , el mundo va a la reducción, Milei es un gol en contra"
2005060214022963690,2025-12-27 23:36:21+00:00,alejandroalfie,Buenos Aires,"Trabajo infantil, narcos y proxenetas: las propuestas más polémicas del libro que Javier Milei les regaló a sus ministros. - Mi nota de hoy en @clarincom.  https://t.co/V1VIJ3IDce"
2004744654776844421,2025-12-27 02:42:26+00:00,vaninabiasi,Argentina,"Fui ""elevada a juicio"". Qué etéreo suena, Pero no.  Primero me procesan, por denunciar a Israel por gen0cida, un juez anfitrión de eventos de la DAIA, Rafecas y el fiscal del caso Libra, Eduardo Taiano, que muy ocupado buscando argumentos para limitar mi libertad de expresión, se olvidó de investigar la estafa con criptos de los Milei.  Ahora el juez Rafecas ejecuta la elevación a juicio y el transparente sorteo de Comodoro Py lo envía a Martínez de Giorgi, el mismísimo juez de la causa Libra, otro que no tiene tiempo para hacer avanzar la investigación porque, obvio, tiene que atender el grave caso de la militante de izquierda que defiende a Palestina y denuncia al Estado gen0cida de Israel.  Si no fuera tan serio, si no estuvieran en juego la criminal banalización del antisemitismo, el Código Procesal Penal que modificaron de facto y el muy delicado bien de la libertad de expresión, diríamos que es muy poco serio.  Pongan fecha o avísenle a la institución menos sería y más repudiada de nuestro país, la DAIA, que les de la orden. Otra instancia que será aprovechada para alzar la voz contra las guerras y los genocidi0s que impulsan el imperialismo y el Estado de Israel."
2005059759582708201,2025-12-27 23:34:33+00:00,nuevodiarioweb,"Santiago del Estero, Argentina",Milei celebró la aprobación del Presupuesto 2026 y anunció el inicio de una nueva etapa de reformas https://t.co/E6S8MuuYPY
2005047227258208282,2025-12-27 22:44:45+00:00,Jackes_is_back,Principado de CABA ,@KingOfPeronia2 El único que va a tener chances es el que se plante a Milei.
2005059422339686584,2025-12-27 23:33:13+00:00,brucepauu,"Río Negro, Argentina",A la concha de la hermana chorra de milei
2004750980316058045,2025-12-27 03:07:34+00:00,Antonio27591643,"Buenos Aires, Argentina",El mejor Tuit del día. https://t.co/GXjUtL4Kpy
2005059371571838991,2025-12-27 23:33:01+00:00,Lautaro111102,"Entre Ríos, Argentina","@kingnews077 @TaxiCaliCo @maps_black Falso se nota que no vivis en Argentina, Milei está haciendo el mejor gobierno de la historia Argentina"
2005059334397624321,2025-12-27 23:32:52+00:00,laderechadiario,Argentina,"🇦🇷 | EFECTO MILEI: La inflación de Argentina en 2025 será la más baja de los últimos 8 años.  ➡️ 2018: 47,6% ➡️ 2019: 53,8% ➡️ 2020: 36,1% ➡️ 2021: 50,9% ➡️ 2022: 94,8% ➡️ 2023: 211,4% ➡️ 2024: 117,8% ✅ 2025: Debajo del 32% (estimado) https://t.co/D5snEj8HwU"
2005059192273731623,2025-12-27 23:32:18+00:00,Tianso94,"Mar del Plata, Argentina","@gaunadiego2001 @justoinsa Ustedes también que le dan demasiada bola a los nenazos TBD, son la peor bosta que trajeron las redes sociales desde que ganó la basura de Milei. Si hasta del mismo mate viven renegando, lo chapean ahí para baitearles."
2005059162095428050,2025-12-27 23:32:11+00:00,economisiones,"Posadas, Misiones, Argentina","#ElPais “Argentina va a pagar sus deudas, no tengan dudas”, aseguró el presidente @JMilei  https://t.co/ZxokRt9Xlt https://t.co/D8Au4EBZdc"
2005059157708447793,2025-12-27 23:32:10+00:00,abarreda3,Argentina,"@DrYoyo697044 @lalobadecatan Los hechos son inobjetables. Por ahora Milei destruyó más de 16 mil pymes y 200 mil empleos privados. No creo que esta política económica logre recuperarlos, veremos al fin de mandato."
2005059147075891679,2025-12-27 23:32:07+00:00,polycarpooo,"Santiago del Estero, Argentina",@ajmechet Has visto que nadie imita a Karina Milei? Curioso no? Ni en radio ni en televisión.
2005058799170928890,2025-12-27 23:30:44+00:00,SantelmoRodrigo,"argentina ,san telmo","@sarin10ok ese es el tipico limitado mental que muestra playa de pinamar y te dicen esta vacio por culpa de milei y bart y homero,asi de deforestado mentales son los k!!"
2005058798067822842,2025-12-27 23:30:44+00:00,gastongiachero,"Cordoba, Argentina","Que poco hablan los medios que el gobierno de Córdoba aumentó el 50% los peajes, de $2000 pasa a valer $3000 para autos particulares. Que hdp es el pj cordobes, ah pero Milei..."
2005058724919214386,2025-12-27 23:30:26+00:00,cuello_benito,Argentina,"@TommyBarbanBA zurdos de mierda generosos con la plata ajena. Menos mal que existe gente como Milei  y Trump. No pasaran , comunistas asesinos"
2004869872975835544,2025-12-27 11:00:01+00:00,Tv_Libertaria,"Buenos Aires, Argentina","🇦🇷 Hoy un CRÉDITO UVA PAGA MENOS por la BAJA INFLACIÓN de Javier Milei  ✅Pasaron de AUMENTAR 25% por MES en 2023  al 1,0% en 2025 https://t.co/ZOGEB963kl"
2005058665402040421,2025-12-27 23:30:12+00:00,omixmoron,"Moron, Bs As, ARGENTINA","@GordoLeyes @jfmgr1 Le llaman el tano y no se si se apellida Caputo, Macri o Milei pero a este gordito no le fue tan bien"
2005058615263330435,2025-12-27 23:30:00+00:00,Nexofin,Argentina,Las reservas del BCRA alcanzaron su récord en la era Milei: las razones del aumento  https://t.co/cfsSA7yqh3
2005058455837774186,2025-12-27 23:29:22+00:00,alfonsoviana77,Argentina,"@Ver0nicaJazmin @CORREPI Voto a Milei, no se necesita más explicación"
2005058401882309093,2025-12-27 23:29:09+00:00,MONICAPIOL81787,Buenos Aires City Region,"@gabiestevezok @liligoico57 Porque no van a dar la cara si haber votado el proyecto del ejecutivo es lo que pedíamos todos, para eso votamos en octubre, para que se apruebe todo el contenido original de la ley de Bases y dejen que se aplique el proyecto de gobierno de Milei sin contemplación alguna."
2005058301143515185,2025-12-27 23:28:45+00:00,germanderamos,"Buenos Aires, Argentina","hoy viendo lo que pasa, es lógico pensar que hasta en ese gobierno fallido en lo politico, y la falta de plantarse con el FMI, hay cosas rescatables, pero que puede ser peor que Milei ? creo que nadie puede empeorar mas que el desquiciado y ladrón de peluca"
2004906737325994100,2025-12-27 13:26:30+00:00,arinibrc,"Bariloche, Patagonia Argentina",Esta lacra inmunda llego en reemplazo de la otra lacra inmunda llamada Lorena Villaverde.
2005058184969683073,2025-12-27 23:28:18+00:00,acapial,argentina,@SergioChouza Estás obsesionado gargamel! Crees que lo que ustedes destruyeron en 20 años alguien lo solucione en 2! Pero la chance de que Milei sea presidente es cero!
2005058053167829157,2025-12-27 23:27:46+00:00,rubenpipi,cba argentina,"@davellaneda77 Con los Kukas, la play 5 la compraban únicamente los de clase alta.  Gracias Milei."
2005057949082013851,2025-12-27 23:27:21+00:00,submarinojujuy,San Salvador de Jujuy,Presupuesto 2026: El Senado le dio vía libre al plan de Milei con ajuste en Educación y Ciencia https://t.co/DH2ds4m0ps
2005057843930776059,2025-12-27 23:26:56+00:00,submarinojujuy,San Salvador de Jujuy,Milei celebró la aprobación del Presupuesto y la Ley de Inocencia fiscal https://t.co/E5TpaAFklq
2005057483073880546,2025-12-27 23:25:30+00:00,cronicacrd,"Com. Riv, Patagonia Argentina","#Economia #Deuda | El presidente Javier Milei aseguró que Argentina pagará su deuda de US$12.600 millones en 2026, con el ministro Luis Caputo a cargo de la gestión. Las reservas del Banco Central alcanzaron un récord de US$43.610 millones 👇 https://t.co/egBpbkPCGY"
2005057384218264010,2025-12-27 23:25:07+00:00,ferkema71,"Buenos Aires, Argentina",@grok @ChoryDelRojo @10000Qubits @laderechadiario @grok es verdad que milei usa pañales?
2005057157272928359,2025-12-27 23:24:13+00:00,PeladoTVFan,Argentina,"✅ Con la APROBACIÓN de la ley de Inocencia Fiscal, Milei aseguró:  🗣️""SE ACABÓ EL ROBO DE LA POLÍTICA""  ¿Bancás esta noticia?  1- SI 🔥  2- NO ❌ https://t.co/fJMyf2x0R7"
2005056880260087909,2025-12-27 23:23:07+00:00,King_diamond_ar,Argentina ,"@jorgeluisaliaga @cbuteler Obviamente es equema Ponzi terminará en algún momento. En 2001 se rompió porque el FMI corto la ayuda abruptamente. Aca desde Macri, los gobiernos que vinieron siguen más o menos a base de deuda y emisión, con ayuda del FMI. El de Milei está juntando importantes desequilibrios."
2005056824920474013,2025-12-27 23:22:53+00:00,ArtemJoyero1,Buenos Aires / Argentina,@RaiizaMiller Totalmente! Esta casta nefasta que llevo a Europa a semajante grado de pasividad y decadencia se debe renovar por completo por un liderazgo fuerte similar a nuestro Milei que unifique y consolide a toda Europa resolviendo los problemas mas críticos de raíz.
2005056655013425641,2025-12-27 23:22:13+00:00,DataDiario,Argentina,🔴 Javier Milei celebró la aprobación del Presupuesto 2026 y habló de un “hito histórico”  🗣️  El mandatario destacó el respaldo político obtenido y sostuvo que las nuevas normas ponen fin a lo que definió como una “estafa” contra los argentinos.  https://t.co/wwKmAi6yva
2005056614362161474,2025-12-27 23:22:03+00:00,lucas45588019,argentina,"Mi mujer estaba embarazada en plenas elecciones del 2023, concluimos q si ganaban los K nos ibamos del pais, no iba a criar a mi hijo en un pais totalmente destruido por el zurdaje inutil, si ganaba milei nos quedabamos, nunca decidimos tan bien"
2005056604702658705,2025-12-27 23:22:01+00:00,danhizfps,"Buenos Aires, Argentina","@resisres @catrina_nortena Primero y principal entiendo que hables con ignorancia por que los precios no son como lo cuenta el notero, su intenciones es desinformar, y quiero reafirmar que el notero este es pautado por la izquierda, busca c5n vs milei y vas a ver muchas fake news de este noticiero politico"
2005056604161646868,2025-12-27 23:22:01+00:00,MatiNicoAvila,"Buenos Aires, Argentina",Milei ganará en primera vuelta.
2004736666519674942,2025-12-27 02:10:42+00:00,intisumaj2,Argentina 🇦🇷⭐⭐⭐,Insisto. Es practicamente imposible que el gobierno de Milei sea reelegido.
2005056357209391252,2025-12-27 23:21:02+00:00,deficit0,Argentina 🇦🇷,Los jóvenes hartos de haber vivido toda su vida con con estanflación y faltos de oportunidades de crecimiento individual llevaron a Milei a la presidencia de Argentina para girar el timón de la economía y la idiosincrasia 180º. Una verdadera revolución de las ideas del progreso.
2005056286040490454,2025-12-27 23:20:45+00:00,luciano03277824,Mendoza,"@diegobranca Muy bien Diego,nombralos así sabemos quiénes son esos kukas a favor de Milei 🤣"
2005056269015724449,2025-12-27 23:20:41+00:00,DanielG18168399,"Neuquén, Argentina",@AndreaAlvarezAA Que grande milei!!! Ya sos el mejor presidente de la historia!! Te vuelvo votar con los ojos cerrados!! Gracias idolo
2005056207565062175,2025-12-27 23:20:26+00:00,boletapapel,Argentina,@EpitafioDeSicil Se comió un reality check el nepo baby. En un país donde un Corolla paga impuesto como auto de lujo este mogólico se piensa que puede andar por la ruta en el BMW del papi. Faltan 10 años de Milei para poder hacer eso 😂
2005056158143537576,2025-12-27 23:20:14+00:00,jor_geluna,"Comodoro Rivadavia, Argentina",@dravaleria @ANNETTE88LAANY Antes se quejaban que mantenían pobres con planes. Ahora mantenemos a los ricos y nadie dice ni mu. Milei los quiere con gangrena mental e ignorantes. El topo vino a destruir todo y lo consiguió con la complicidad de peronistas Traidores https://t.co/vAnzc7OgHw
2005056154645528938,2025-12-27 23:20:14+00:00,LaHijadeItalia,"Temperley, Buenos Aires",@lilialemoine acusación falsa Lilia? Si está clarito que te reíste de un crimen de lesa humanidad. un despropósito que formes parte de la camara de disputados porque si hay algo que no sos es honorable. ni vos ni tu objeto de hiperfijación milei están bien de la cabeza y no resisten un archivo
2005056138367345135,2025-12-27 23:20:10+00:00,SemanarioTw,"Junín, Argentina",La CGT se alinea con @Kicillofok y endurece su postura contra la reforma laboral de @JMilei - Semanario de Junín https://t.co/YEV23xrXdp
2005055997703041219,2025-12-27 23:19:36+00:00,picte,CABA,"@laderechadiario Gracias Milei, gracias Patricia por imponer orden nuevamente en este país"
