id,fecha,usuario,ubicacion_perfil,texto
2005055992166519284,2025-12-27 23:19:35+00:00,juanfloreschaar,"Ciudad Autónoma de Buenos Aires, Argentina",🇦🇷 | Javier Milei lo dijo sin rodeos: “La Inocencia Fiscal devuelve la libertad a los argentinos. Volvimos a abrazar las ideas de la libertad y a gobernar con criterios morales”. 🔥 https://t.co/0ZlPxsie8R
2005055962835763506,2025-12-27 23:19:28+00:00,franklachota,"Mar del Plata, Argentina","{Lo que es histórico (y vergonzoso) es la falta de humanismo y empatía de este gobierno}  La celebración de Javier Milei tras las victorias del Gobierno en el Senado: ""Es histórico""  https://t.co/xS3w1RCnl0"
2004930276523475445,2025-12-27 15:00:02+00:00,rquiroga777,"Córdoba, Argentina",7 de estos 10 radicales votaron en contra de educación y ciencia. 🤦‍♂️
2005055274886087081,2025-12-27 23:16:44+00:00,ObeliscoArg,"Buenos Aires, Argentina",@clarincom Milei lo hizo
2005055086620545306,2025-12-27 23:15:59+00:00,dosinaga2,"Salta, Argentina",@RodrigoFronzo @CarolinaMoises Che pero no era que Milei hablaba feo? Ahora le quieren copiar jaja
2005055080396140719,2025-12-27 23:15:57+00:00,quetalche,"Corrientes, Argentina",@facuc150 Los chilotes actuaran como en malvinas pero version Milei fenómeno pañal.
2005055052072059177,2025-12-27 23:15:51+00:00,JuanGagliardi7,Ciudad de Buenos Aires,"@dravaleria @GracielaCiviel2 Los dueños de Milei; TRUMP Y NETANYAHU, los modelos del               sociopata: INVIERTEN EN EDUCACIÓN CIENCIA Y TECNOLOGÍA INVESTIGACIÓN Y DESARROLLO EDUCACIÓN..."
2005054949265424472,2025-12-27 23:15:26+00:00,laderechadiario,Argentina,"🚨🇦🇷 | ""Se le devolvió la libertad a los argentinos, volvimos a abrazar las ideas de la libertad en materia fiscal"": Javier Milei celebró la aprobación del Presupuesto 2026 con superávit garantizado y la Ley de Inocencia Fiscal. https://t.co/OmiX0PlZS8"
2005054925210849515,2025-12-27 23:15:20+00:00,ReyesTuni,"Fondo de Bikini, Argentina","@MiltonFriedom5 No puede ganar Karina amigo, es la única persona en la que Javier Milei confía."
2005054908631056493,2025-12-27 23:15:16+00:00,sebas_rass,Mar del Plata 🇦🇷🇮🇱🇺🇦,@dolomas @MinSeguridad_Ar Mejor pregúntale a milei que firmo el decreto que le da vía libre a todo esto.
2005054895922237461,2025-12-27 23:15:13+00:00,gabrielbullonn,"Buenos Aires, Argentina","@DiegoMac227 Talentosa si como sus amigos para tenerla en paraisos fiscales y no traerla ni en pedo. Pensar que Milei lo insultaba de arriba a abajo, solo un inestable emocional puede cambiar tanto su pensamiento, pero bueno decia que era cristiano, ahora que es judio, en fin"
2005054866880876941,2025-12-27 23:15:07+00:00,deficit0,Argentina 🇦🇷,En el año 2025 culminó en Argentina el modelo distribuicionista y anticompetitivo que había comenzado en 1945. Con un discurso disruptivo el outsider Javier Milei expuso los altísimos costos del modelo anterior y demostró empíricamente las ventajas de un modelo competitivo.
2005054838703284533,2025-12-27 23:15:00+00:00,Nexofin,Argentina,"#ÚLTIMO 🚨| Javier Milei afirmó que “Argentina va a pagar sus deudas” en relación a los vencimientos de 2026   Los detalles, en la nota 👇 https://t.co/5zZzEzlJPt https://t.co/trMvmX5m4E"
2005054642942869664,2025-12-27 23:14:13+00:00,MaraMarajulio,Patagonia Argentina,"@El_Prensero Milei no está solo, las colectoras de LLA lo votaron una vez más"
2005054431059145205,2025-12-27 23:13:23+00:00,rosa_bianc,argentina,@Derechoalavida Y si esto muchos no lo sabiamos por que estaba oculto y se tiene que repudiar  Imaginate cuando te enteres que Milei admira a la asesina de nuestros heroes y ademas esta vendiendo la patria ?
2005054308749017316,2025-12-27 23:12:53+00:00,lucasleproso200,"Rosario, Argentina",Este gordo esta tan piolado por milei que ni el se entiende
2005054118839345266,2025-12-27 23:12:08+00:00,King_diamond_ar,Argentina ,"@EAdamovsky Lo criticaron a Milei pero después lo votan. Y cuando le preguntan a la gente en la calle x la tv les dicen ""No puedo hablar"". Y los funcionarios se comportan como esa parte de la gente que lo voto, bipolar."
2005054110819926157,2025-12-27 23:12:06+00:00,AParnetti,"Argentina, Buenos Aires","La entrevista completa a Javier Milei en ""La Previa"" https://t.co/PRGyloNebm a través de @YouTube"
2005054051021648258,2025-12-27 23:11:52+00:00,luisfanlo,"Buenos Aires, Argentina","Milei es tan burro que necesita que todos los argentinos sean más burros que él, esa es la única razón de su odio a quienes somos ilustrados. No sobre-interpreten. El personaje no da."
2004901693339959642,2025-12-27 13:06:27+00:00,lalobadecatan,"Buenos Aires, Argentina",Lo más peronista que tenemos que la región es este Tipazo https://t.co/BVeh6CaVrv
2005053660817154346,2025-12-27 23:10:19+00:00,rosa_bianc,argentina,"@agostini____ Entonces como se explica que la gente que banca a milei se esta cagando de hambre,? No tenes un mango pero haces lo posible para vivir y esto es igual si bancas a tu idolo vendes hasta los anillos por una entrada,pero es argentina no lo entenderias"
2005053565224767718,2025-12-27 23:09:56+00:00,jfScarttezzini,La Rioja - Argentina ,"Si los politicos compran voluntades o votos con bolsones, chapas, bloques o cemento es #Delito  Pero si el Pte. #Milei compra votos es por la #Republica es una practica democratica Lo que expone la Sen. @Florelop esta a la vista de todos #FelizSabado  https://t.co/0Fczpr8BE1"
2004703241343566202,2025-12-26 23:57:52+00:00,Florelop,"Aimogasta La Rioja, Argentina",A las pruebas me remito @clarincom https://t.co/UdUmeVfvM0
2005053556345495873,2025-12-27 23:09:54+00:00,AlegreFlorido,Argentina,"¡Háganle saber al Judío Javier Gerardo Milei que cuando gobierna la injusticia, los hombres buenos se convierten en hombres malos!. A nadie le agrada ver a sus hijos y su familia sufrir hambre, pobreza y miseria. Tampoco les gusta a los hombres buenos ver crímenes y asesinatos. https://t.co/ojtyYNpzeY"
2005032652899057894,2025-12-27 21:46:50+00:00,laderechadiario,Argentina,"🚨🇦🇷 | El presidente Javier Milei aseguró que con la aprobación de la Ley de Inocencia Fiscal ""SE ACABÓ EL ROBO DE LA POLÍTICA"". https://t.co/FhOr6vnz41"
2005053476448112840,2025-12-27 23:09:35+00:00,elchorrilleroSL,"San Luis, Argentina",👉Javier Milei tras la sanción del Presupuesto 2026: “Ahora estamos en condiciones de avanzar con las reformas” #JavierMilei #Presupuesto2026 #LeyDeInocenciaFiscal  https://t.co/NghjFUeIYr
2005053306352058446,2025-12-27 23:08:54+00:00,magaenvivo,MAR DEL PLATA,"El Presidente Javier Milei celebró la aprobación del Presupuesto 2026 y la Ley de Inocencia Fiscal. Las palabras fueron claras: ""Se terminó la estafa de la política a los argentinos de bien"". 📈❌  ¿Por qué es una victoria para todos nosotros? ✅ Déficit Cero Innegociable: Es la garantía de que no habrá más inflación por emisión. Si no hay gasto extra, no hay crisis. ✅ Previsibilidad Económica: Argentina ahora tiene una hoja de ruta clara. Se acabaron los parches y las improvisaciones de la casta. ✅ Inocencia Fiscal: Se restaura el respeto al contribuyente. El Estado deja de perseguir a quien genera riqueza para proteger a quienes trabajan.  💬Sentís que el país por fin tiene un rumbo claro? Comentá ""LIBERTAD"" si apoyás este hito histórico. 👇"
2005053088986792419,2025-12-27 23:08:03+00:00,TitonEvermon,Argentina,"Cuando vuelva a dar una charla en Davos Milei, no se fijen en la cantidad de gente (pagos), sino en los comentarios post discurso de los referentes económicos mundiales.  Ojo!!! esto último no es algo negativo o positivo, sino un consejo para ver bien lo que pasa."
2005053080640127324,2025-12-27 23:08:01+00:00,TitonEvermon,Argentina,"Y karina Milei tenía planeado llevar esa salida ""de trabajo"" a una cita más íntima. Como no aceptó le hizo la cruz, pero como ya estaban las generales a días, no podía hacer nada más que esperar y atacar una vez que sea gobierno."
2005053078182232461,2025-12-27 23:08:00+00:00,TitonEvermon,Argentina,"Esto me lo pasó alguien que sigue adentro de LLA (referente de zona), pero chupa medias para que no le saquen el proyecto que tanto trabajo le costó: La podrida es Villarruel vs Karina y el problema surgió porque Victoria no acepto una salida con karina Milei"
2004931347752911366,2025-12-27 15:04:17+00:00,El_Pubertario,"Buenos Aires, Argentina",Me informan que eran empanadas (Y no de las que conocemos).
2005053023161061854,2025-12-27 23:07:47+00:00,GabrieLoloDelga,Soy de Mar del Plata,@EcharrenF Por eso la gente voto a Milei
2005052880290807973,2025-12-27 23:07:13+00:00,infoydata_com,Argentina,Milei otorga 2% de aumento y bono de $50.000 a estatales y cierra 2025 con salarios 14 puntos por debajo de la inflación @MundoGremial @GSindical @cgtoficialok @ateprensa @ATECapitalOk @InfoGremiales @rucassa @parga_tito28914 https://t.co/vMXpeoZO7g https://t.co/lmHermlp7b
2005052827115442589,2025-12-27 23:07:00+00:00,opinionaustral,"Río Gallegos, Argentina","El Presidente remarcó que el país pagará sus compromisos y destacó el rol del ministro Luis Caputo en la estrategia financiera, al aseverar que él ""entiende como nadie el valor de pagar"".  https://t.co/fnmJ9c42P7"
2004589449506926778,2025-12-26 16:25:42+00:00,EsTendenciaEnX,Argentina,“Spotify”: Porque esta es la canción más escuchada de Argentina  https://t.co/SE80C2wkgh
2005052682718118340,2025-12-27 23:06:26+00:00,luisfanlo,"Buenos Aires, Argentina","@LPOArg si hay algo que impide entender la situación social, política, económica y cutural del Régimen que nos gobierna es la sobre-interpretación. Milei, en sí mismo, no es nada."
2005052564145164349,2025-12-27 23:05:58+00:00,carlosmariariol,-Entre Ríos- Argentina-,@juanfloreschaar @ferrasabalero Milei es tan hijo de puta que ni los narcos le van  dar bola Esa gente dentro de dos años van todos presos
2005052557690073458,2025-12-27 23:05:56+00:00,C5N,"Buenos Aires, Argentina",⭕️ Superávit: Milei confirmó que va a reasignar partidas.  📲Seguí #C5N en vivo: https://t.co/9fxDe5Kt8s https://t.co/tGhGAlVEKj
2005052187819593972,2025-12-27 23:04:28+00:00,elgordocuneo,Argentina Confederal,"@frigeriorogelio Curro para el mafioso italiano Maurizio Machir y sus amigos narcos en complicidad con los rabinos de la Jabad Lubavich, los dueños de Milei."
2005052171554115980,2025-12-27 23:04:24+00:00,MarioGr50465979,"Moreno, Argentina",@miguepierri Si si votaran un 68% a Milei para tener mayoria en ambas camaras
2005052049806033027,2025-12-27 23:03:55+00:00,HeraldoMilei,Argentina,"@H_lomu_ @ElTrumpista Mira Jona; yo no soy milei pero puedo hablar con vos que sos un muerto, porque te volvimos a coger y sepultar en las elecciones de octubre."
2005051848823337113,2025-12-27 23:03:07+00:00,marcmore011,Buenos Aires,"Milei el ""Pro-Vida"", ""Pro-Familia"", ""El Católico"", etc. Verso-verso."
2005037223008501927,2025-12-27 22:05:00+00:00,JuezLopezMDP,"Mar del Plata, Argentina","Prostitución, narcotráfico, derecho al aborto y más: de qué trata el libro que Milei les regaló a sus ministros - Infobae https://t.co/CjawivqxR7 Un compendio del Mal absoluto"
2005051780519096550,2025-12-27 23:02:51+00:00,KarinaP49145992,"Roldan, Argentina",@MryRodrguez4 Milei llegó para quedarse. Milei 2027
2005051579444187615,2025-12-27 23:02:03+00:00,metadataweb,Chubut,📌 Milei celebró la aprobación del Presupuesto y la Ley de Inocencia fiscal  https://t.co/B2YIEOUO8F
2005051543176040520,2025-12-27 23:01:54+00:00,Solanopo,Ciudad de Buenos Aires,"Es muy ilustrativo que este personaje nefasto oficie de teórico del movimiento libertario y guía espiritual del presidente Milei. También debe anotarse al margen que su fundación recoja financiamiento de los empresarios más importantes del país, dejando en claro que nuestros capitalistas son una fuerza social anclada en el atraso cultural e ideológico, y que encuentran en esa ideología retrógrada la justificación de sus privilegios de clase basados en la democracia explotación y la opresión. Estos capitalistas están dispuestos a darle unas limosnas a quien le cuenta que sus privilegios son el resultado de su mérito personal, por más que la herencia de la que muchos se han beneficiado ha sido la fuente de sus fortunas. Acostumbrados a corromper y a conspirar se representan el progreso de las ideas contrarias a sus privilegios como resultado de conspiraciones de socialistas infiltrados en universidades y sistemas educativos. Su odio y miedo a los trabajadores lo terminan extendiendo a todo lo que no encaje en sus limitados prejuicios, y así se terminan convirtiendo en promotores de xenofobia y homofobia. Que esta gente nos gobierne nos pone en alerta del desafío que enfrentamos como pueblo. La gran tarea es terminar rápido con esta nefasta experiencia antes de que consumen el daño que contiene su política."
2004688774656393483,2025-12-26 23:00:23+00:00,AgustinLaje,Argentina,"El éxito ideológico de la izquierda estriba en sus ínfulas de superioridad moral. En efecto, a través de su hegemonía en la prensa, las aulas y los espacios culturales, lograron convencer al imaginario colectivo de que sus ideales políticos constituían el reflejo de posiciones morales elevadas.  Así, decidieron que la tendencia del hombre a perseguir sus fines privados equivalía a despreciable “egoísmo”, ante el que ellos oponían un “altruismo” purificado de todo resquicio de individualidad y de interés propio.  A la tendencia natural del hombre a reconocer jerarquías, admirar la excelencia y recompensar el mérito, la izquierda la calificó de “elitismo”, y le opuso la “equidad”, que castiga al mejor y subvenciona al peor en nombre de una falsa igualdad.  A la tendencia histórica del hombre a integrarse en agrupaciones nacionales y proteger sus patrias, la calificaron de “xenofobia” y “chauvinismo”, y le opusieron las exigencias globalistas, fundadas en el “amor universal”, que propugnan abrir indiscriminadamente las fronteras.  A la tendencia ética de buscar la justicia retributiva, por medio de la cual el hombre justo desea castigar a quien comete un delito, opusieron la supuesta “compasión” por el criminal, al que hicieron beneficiario de una concepción “redistributiva” de la riqueza:  en virtud de su carencial material, el victimario fue convertido en víctima en un abrir y cerrar de ojos.  A la naturaleza biológica del sexo, la conceptuaron como “patriarcal”, “heteronormativa” y “cisnormativa”, y le opusieron la “liberadora” autopercepción de género, ante la cual toda realidad pierde consistencia y objetividad.  Estas ideas pretendidamente “morales” generaron resultados desastrosos. Y fueron desastrosos precisamente porque aquellas eran, en realidad, profundamente inmorales.  Así, por vía de lo primero destruyeron toda creación de riqueza, expulsaron al capital y multiplicaron la pobreza. Por medio de lo segundo, destruyeron los incentivos al esfuerzo, degradaron la educación y convirtieron la mediocridad en virtud cívica. A través de lo tercero, disolvieron las identidades nacionales, dejaron entrar a la roña proveniente de países horribles y aterrorizaron a los locales. En virtud de lo cuarto, multiplicaron los crímenes, los delincuentes ganaron en libertad, y los justos perdieron en tranquilidad. Finalmente, como consecuencia de lo quinto, destruyeron la verdadera identidad sexual, mutilaron sexualmente a los niños y hasta llegaron a justificar la pedofilia.  Ya no se trata de decir que los ideales de la izquierda son bondadosos pero no funcionan. La verdad es exactamente la opuesta: precisamente porque son moralmente perversos, producen catástrofes cada vez que se los pone en práctica.  No era “altruismo”: era colectivismo. No era “equidad”: era “solidaridad” a punta de pistola. No era “amor universal”: era disolución de la patria. No era “compasión”: era impunidad para el delincuente. No era “liberación sexual”: era negación de la realidad biológica.  Por eso, la batalla decisiva no es solo política, sino moral y semántica: hay que destruir el relato edulcorado de sus palabras, porque mientras sus eufemismos sigan pareciendo virtuosos, sus prácticas destructivas seguirán pareciendo justificables."
2004682966232961065,2025-12-26 22:37:19+00:00,juanif17,Argentina,🎞️NO DEJEMOS MORIR ESTA JOYA
2005051127541498288,2025-12-27 23:00:15+00:00,lupfer69,Tucumán - Argentina,"@zenozain_carlos @unliberalmas @marcalpalazzolo Así es! Los liberpajertarios se endilgan la condena de CFK a su gestión. Pero, en realidad, Milei tiene un pacto de impunidad para que lo dejen gobernar. Por eso diciembre está tranquilo. Estos creen que es porque han impuesto el orden: no pueden ser más boludos"
2005051071098699969,2025-12-27 23:00:02+00:00,telefesantafe,Santa Fe - Argentina,"#Nacionales Milei calificó la aprobación del Presupuesto y la Ley de Inocencia Fiscal como un “hito histórico”  ""Se terminó la estafa de la política a los argentinos de bien"", sentenció el mandatario en declaraciones radiales.  https://t.co/sYzPWST8Hj"
2005051066019180589,2025-12-27 23:00:00+00:00,Letra_P,Argentina,#Congreso 🏛️ SENADO  Inocencia fiscal: Milei logró la ley para suavizar las penas por evasión y usar los dólares del colchón  ✍️ @mauriCanta  https://t.co/EhBoJ1dIWd
2005051042481013024,2025-12-27 22:59:55+00:00,ElmasgrandeNqn,"Neuquén, Argentina","@LicDanielArroyo Cállese idiota, no convencen ni a propios. Todo lo que dijeron de Milei,  nada de eso pasó no les  creyeron sus mentiras.  Si quieren al pais valen se del Senado.  Pero claro, el sueldo es bueno para lo poco que hacen"
2005050949862342840,2025-12-27 22:59:33+00:00,agostini____,Argentina,"@medicennahue75 @RegiMaiori Me rio de risa, de gracia que seas tan pesado! Por suerte la mayoría del foro me conoce personalmente por los eventos de Milei, no tenes el gusto así que seguí creyendo que soy un gt. Eso si, no te pajees con esa fantasía!"
2005050743649337685,2025-12-27 22:58:43+00:00,Flo636465,Argentina ,"@Inesrodri77 Dan risa algunos del PRO y de la UCR queriendo presentarse como opositores a milei   Todo le votaron, TODO"
2005050452828995753,2025-12-27 22:57:34+00:00,DeathLean,"Buenos Aires, Argentina 🇦🇷 ","@agustinciitoo29 @hagovpropaganda confirmas que el 25% de inflacion de diciembre 2023 es de milei, listo"
2005050273392460048,2025-12-27 22:56:51+00:00,SurDjoko,"Neuquén, Argentina",@UCRNacional @LeanIllia @leonelchiarella @pierafernandez @antobormape @JoaqoCarvalho @franjanacional @laFUA El radicalismo es una prostituta de Milei.  Dan asco. Hagan algo con los traidores o bórrense del mapa.
2005050102142902550,2025-12-27 22:56:11+00:00,elmezzi10,Argentina,@GonzaloOyola Sin Milei no hay boludos
2005050032886874201,2025-12-27 22:55:54+00:00,leoleon2705,"La Plata, Argentina",@Jul_is_ Pero si milei esta matando de hambre al pueblo.... o no????
2005050032496804306,2025-12-27 22:55:54+00:00,OkCam41921,CfkArgentina,"Toda la vida dije que Massa era parte del problema.  Y estoy cada día más orgullosa de no haberlo votado en 2023. No era ""el normal"". Era el que hizo campaña por Macri en 2015. Era el que con su horrible manejo de la economía lo trajo a Milei.  Era otro HDP más."
2004880803529195944,2025-12-27 11:43:27+00:00,ElForjista,Argentina,Sergio Massa va a seguir callado después de la conducta mercenaria de su amigo el gobernador salteño Saenz y su correligionaria Flavia Royón funcionaria de Milei que le votó el presupuesto del FMI que destruye la educación y la salud?
2005049931716010374,2025-12-27 22:55:30+00:00,dale_pisalo,"La Plata, Argentina","@derechazoar Y con Karina Milei que pasa que está prendida con el 3 , se meten con la gente de laburo y le pegan a uno solo, no ven más allá ?"
2005049888133054949,2025-12-27 22:55:20+00:00,Serjavojeda,"Misiones, Argentina","@mauriciomacri Anda a cagar, y la educación?? Seguí tranzando con el hijo de puta de Milei, te va a cagar siempre pelotudo."
2005049795531215140,2025-12-27 22:54:57+00:00,OlgaMosser,Argentina,"@Martin_Rey_Ok No se trata de ideologías ni de medios: la legítima defensa no depende de Milei, Laje ni del déficit. Se analiza hecho por hecho, riesgo por riesgo, no por consignas políticas o morales."
2005049778644861266,2025-12-27 22:54:53+00:00,Luis222demon,"San Juan, Argentina","@cristiancim Cómo para que no siga en imbécil de Milei, si la gente no entiende una mierda sobre el sistema que tenemos en argentina y como estás decisiones nos afectan"
2005049430748397619,2025-12-27 22:53:30+00:00,Malu1ok,Bs As  Argentina,@mauriciomacri Que patético !!!! Cada ley que logra el gobierno de Milei te vas a colgar ?
2005049404718268758,2025-12-27 22:53:24+00:00,jorge_pampin,"Miramar, Bs.As.Argentina","@bomarzo27 Nunca hay q olvidar q el General San Martin andaba durmiendo en el suelo, comiendo con cuchillo y fue mandado al exilio por Políticos perfumados, llenos de plata q vivían en lujosas fiestas. No creo q Milei sea uno y Macri otros, a lo q voy es q EL HABITO NO HACE AL MONJE."
2005049257498477012,2025-12-27 22:52:49+00:00,lanuevaweb,"Bahía Blanca, Argentina","Milei: ""Argentina va a pagar sus deudas, no tengan dudas""  https://t.co/srn6xdm9VJ"
2005049113608614133,2025-12-27 22:52:15+00:00,elmezzi10,Argentina,"@RodrigoFronzo @CarolinaMoises Eso se llama construir el país, vos crees que contarle en contra a Milei es joderlo o joder al país? Porque no te vas a vivir a Venezuela o Cuba ahí está el régimen que a vos te gusta"
2005048751480795308,2025-12-27 22:50:49+00:00,ximecatacata,"Salta, Argentina",@fedeebongiorno Llorando por qué? Demuestra que la economía de Milei va muy bien!
2005048501693252017,2025-12-27 22:49:49+00:00,RevistaDeporbox,"Córdoba, Argentina",@afa contraataca y apunta al Gobierno de Javier Milei: «Ahora vamos por todo» https://t.co/bQIRmULfU6
2005048334927757734,2025-12-27 22:49:09+00:00,Milei55,Argentina,@GordoDan_ BOLUDO MILEI SALVÓ AL PAÍS ME VUELVO LOCO NO LO PUEDO CREER NO SE ME CORTA MÁS LA LUZ AVE MILLER
2005048296608596469,2025-12-27 22:49:00+00:00,GCepeha,Argentina ,@fededomin Elpidio González fue vicepresidente de la Nación entre 1922 y 1928. Renunció a su jubilación de privilegio.   Bien Milei por también renunciar también a su jubilación de privilegio
2005048273858625605,2025-12-27 22:48:55+00:00,charly90270,"Buenos Aires, Argentina","@LongobardiM Son todos extremistas, populistas, con ideas neo nazis, intolerantes.. todos mierdas., Trump, Milei, la Meloni.. todos los que no le gustan a el están locos. A todos les encuentra la vuelta. Venera a Obama, al descerebrado de Biden y a Kamala. El loco sos vos Longobardi."
2004901693339959642,2025-12-27 13:06:27+00:00,lalobadecatan,"Buenos Aires, Argentina",Lo más peronista que tenemos que la región es este Tipazo https://t.co/BVeh6CaVrv
2005048140739870842,2025-12-27 22:48:23+00:00,DolarizadoX,Argentina,@marco_guts99 @JulianMaciasT @grok Osea digamos gobierno de Milei
2005047982279065622,2025-12-27 22:47:45+00:00,joseceresa,Ciudad de Buenos Aires,@sergiopeinador A los kukas les duele la cola cada vez que Milei acierta en el gobierno.  Ya dan lastima
2005047959889867256,2025-12-27 22:47:40+00:00,Juanorfull,"City Bell , Argentina ","@Silviaese @mauriciomacri Si se da cuenta, la triste realidad es que el es tan insensible como Milei, por eso no dudo en votarle las cosas mas crueles con los jubilados. O ahora no mencionar nada de los recortes educativos, es un capitalista puro, un rico más, que lo creímos con sensibilidad republicana."
2005047738233487497,2025-12-27 22:46:47+00:00,wit860,"Buenos Aires, Argentina","@OOCprogresismo2 @JMilei @lalioficial Es un pais libre, pueden hacer lo que quieran con la plata que no* tienen, y ella puede decir boludeces sin importar. Ese es el gran trabajo de Milei!"
2005047727080755267,2025-12-27 22:46:44+00:00,marianherrrera,"La Plata, Argentina","@AH_PERO_MILEI La play 5 salió en noviembre de 2020 y no entró una sola al país hasta que ganó Milei, tal cual"
2005047713029914856,2025-12-27 22:46:41+00:00,nunadel90,"Buenos Aires, Argentina",MILEI CUMPLE
2004733804527948113,2025-12-27 01:59:19+00:00,LLibertadAvanza,Argentina,La Libertad Avanza. Déficit cero. VLLC!!! https://t.co/MriNbxCWuI
2005047707480768513,2025-12-27 22:46:40+00:00,ElBuenSentido_,"La Plata, Argentina","¿Por qué se molestan con Toto?, si este gobierno defiende a los delincuentes que tengan una red de trata, narcotráfico o de pornografía infantil y que compren o inviertan su dinero sin que su origen sea cuestionado. Recuerden el libro que recientemente Milei le regaló a su equipo"
2005028380551643205,2025-12-27 21:29:52+00:00,LuisCaputoAR,Argentina,"Si en sus bancos les piden cosas de más (léase, romper las p…), no pierdan su tiempo. Pueden ir al Banco Nación, donde su presidente dará la instrucción de cumplir estrictamente con la ley, esto es que la persona sólo tenga que mostrar que se ha adherido al régimen de ganancia simplificado. Depositan sus dólares en el banco y pueden disponer de los mismos inmediatamente, para realizar el consumo que quieran o para ahorrar ganando un interés, como en cualquier lugar del mundo.  🇦🇷🇦🇷🇦🇷"
