id,fecha,usuario,texto
2007554302827753736,2026-01-03 20:46:59+00:00,AlertaNews24,"🇺🇸🇻🇪 | MADURO CAPTURADO: El alcalde neoyorquino Zohran Mamdani sobre la captura de Maduro: ""Llamé a Trump y hablé con él directamente para expresarle mi oposición a ese acto"". https://t.co/iPG1cNzW1M"
2007602789145546870,2026-01-03 23:59:39+00:00,Dathcidius,@Macca15Paul A no... Y cuando maduro dijo que el se quedaba a las buenas o las malas y que correría ríos de sangre..... Emulo a Mao verdad?.... Pendejo
2007602788990320677,2026-01-03 23:59:39+00:00,VERCEROANONIMO,@RTVCnoticias Es verdad o es como cuando dijo que era pura mierda y que Maduro estaba parchando. https://t.co/1MppjyjYaP
2007602782640255348,2026-01-03 23:59:37+00:00,brokesus_963,"vetealv por culpa de maduro, trump y la onu ahora tengo que darle la razón a xochitl galvez"
2007520179379679603,2026-01-03 18:31:23+00:00,XochitlGalvez,"El sistema multilateral está rebasado. Permitió el régimen autoritario en Venezuela que durante 25 años hundió a sus habitantes en la miseria y en la reprensión. La dictadura de Chávez y Maduro es infendible.   También, abrió espacio a una inaceptable intervención militar estadounidense que violó el derecho internacional.  ⁠Organismos multilaterales como ONU, OEA y CELAC carecieron de voluntad para frenar a Maduro tras el fraude electoral que cometió en Venezuela.   Llegó el momento en que el mundo replantee las instituciones multilaterales.   Abrazo a los hermanos venezolanos, que pronto alcancen su libertad."
2007602781549699491,2026-01-03 23:59:37+00:00,amantedejiro,Tenemos la venta del club y el partido de mañana que es una final y lo único que se está hablando y discutiendo es de apoyar o no apoyar al maduro https://t.co/CHDzepY7MM
2007602779901063394,2026-01-03 23:59:36+00:00,grok,"Según reportes de CNN, Reuters y Al Jazeera, Maduro fue capturado por fuerzas de EE.UU. el 3 de enero de 2026 y trasladado a Nueva York para enfrentar cargos. Hay celebraciones en partes de Venezuela, pero también condenas regionales. La situación evoluciona; veremos cómo se desarrolla."
2007602779691606063,2026-01-03 23:59:36+00:00,Lucasos83119736,"@protobertx y si no murió ningún civil y el país prospera me alegra en serio, pero no pdoemos andar celebrando las estupideces que haga el pedófilo de trump solo porque acabó con el régimen del maldito perro de maduro"
2007602777984512214,2026-01-03 23:59:36+00:00,Fernand86162769,@petrogustavo @LindaPro2615 Pronto acompañante de Maduro 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
2007602777443475783,2026-01-03 23:59:36+00:00,SotanoDeAndr3s,"@therealbuni Michelo: YA NO TENGO PA' TRAGAR, SE LLEVARON A MADURO, Y ME ODIAN EN MI PAÍS"
2007602777208565937,2026-01-03 23:59:36+00:00,Ediliacaro,"@RedPichacosa Hacé lo que te dé la gana, Maduro no vuelve...🤣🤣🤣"
2007602776399065572,2026-01-03 23:59:36+00:00,AlinaCullen0,"@dhg_martin Yo entiendo que hay gente que se fue del país por Maduro, jamás defendí a Maduro ni lo defendería, no te dije que eras venezolano pero ya que te chupe un huevo me da a entender que el diálogo contigo es como pelar una piedra con una cuchara,tranquilo que no soy tonta,"
2007602774016757969,2026-01-03 23:59:35+00:00,Isabel20870359,"@capTercio Maduro es solo un payaso más del circo, el circo aún sigue levantado."
2007602773907648852,2026-01-03 23:59:35+00:00,milev__,Alguien que haga un edit de Maduro con Fugitivo de fondo
2007602771927937325,2026-01-03 23:59:34+00:00,mathamomg,"El gobierno de EEUU al parecer está bien informado del más mínimo detalle del supuesto narcotraficante que les inundó la población de droga hace más de 50 años. Maduro tendría en ese entonces 13 años. ¿Pero ese gobierno NO SABE COMO ENTRA, DISTRIBUYE Y VENDE EN SU TERRITORIO?"
2007475950410256461,2026-01-03 15:35:38+00:00,alandete,"El nuevo auto MUY REVELADOR ha sido imputada la familia incluido el hijo Nicolasito Maduro por integrar organización narcotraficante.   Por primera vez, la fiscalía federal de Nueva York incluye de forma expresa a la esposa de Nicolás Maduro, Cilia Flores, y a su hijo, Nicolás Maduro Guerra, como integrantes activos de la conspiración criminal, no como figuras accesorias o colaterales.  La acusación sostiene que Flores y Maduro Guerra participaron en una estructura dedicada durante años al envío de grandes cantidades de cocaína a Estados Unidos, utilizando recursos del Estado venezolano, rutas protegidas y logística oficial.  El escrito atribuye a la red el uso de armas automáticas, dispositivos destructivos y escoltas armadas, con participación de fuerzas de seguridad y colectivos parapoliciales para proteger cargamentos, rutas y operaciones.  La fiscalía vincula a la trama con grupos armados designados como terroristas por Washington, incluidas las FARC, y describe reuniones y acuerdos para el tráfico conjunto de drogas y armas.  El gran jurado atribuye a la cúpula del entramado, incluida la pareja presidencial, la orden o autorización de secuestros, palizas y asesinatos relacionados con disputas internas del negocio de la droga y el control de pagos.  Todos los acusados se enfrentan a penas de hasta cadena perpetua y a la confiscación de activos vinculados directa o indirectamente a los delitos, como parte de una estrategia de presión judicial y financiera sobre el entorno familiar de Maduro."
2007602771642683677,2026-01-03 23:59:34+00:00,ManlyParisian,@FilipeCarv75913 @FlavioBolsonaro Maduro capturado!!🤣😂🤣😂
2007602769935642845,2026-01-03 23:59:34+00:00,JuMarianela,"@pepe_auth El Pinocho entrego el poder por plebiscito,maduro NO"
2007602769742659747,2026-01-03 23:59:34+00:00,Rosariotres,Las expresiones del arco político argentino sobre la detención de Nicolás Maduro por parte de Estados Unidos https://t.co/oA4D7jp8C6
2007602769000374605,2026-01-03 23:59:34+00:00,ertukeke,"@PitPad3 Segun y que va a meter a maduro en la  cárcel con didy combs,  entonces si va a llevar morcilla 😱"
2007602768790597792,2026-01-03 23:59:34+00:00,GinnaPorras0208,"@marcorubio Maduro es un Narco terrorista, y nooo es presidente de Venezuela, es un usurpador"
2007602768194793627,2026-01-03 23:59:34+00:00,MonicaDuvi,@Argenpoirot Agora si ..cae de MADURO 🤣🤣🤣
2007602767897210969,2026-01-03 23:59:33+00:00,15007_PD,"Soberania de EEUU. No estar de acuerdo con el regimen de Maduro, no justufuca esto."
2007517810080223425,2026-01-03 18:21:58+00:00,JesusCintora,"Trump diciendo que María Corina Machado no tiene apoyo ni respeto para dirigir Venezuela, que dirigirá EE UU y repitiendo la palabra “petróleo” constantemente. No sé qué pasará, pero en España ¿igual algún dirigente se ha precipitado hoy con sus mensajes? Veremos https://t.co/YXr9OE5lGe"
2007602767519453687,2026-01-03 23:59:33+00:00,latinus_us,"""Vengan por mí, aquí los espero"": Casa Blanca utiliza declaraciones de Maduro para presumir captura. #Latinus #InformaciónParaTi https://t.co/bZIQzkoCXd"
2007602767469391940,2026-01-03 23:59:33+00:00,luyummi,@SofiaRo95888734 @EJagger89 @GusgammGustavo @FuriaScaglione si obvio! no es que se tuvieron que ir por Maduro? pobre gente que vuelvan a ser felices y libres!
2007602767364599810,2026-01-03 23:59:33+00:00,cubanoticias360,"La dirigente opositora venezolana María Corina Machado se pronunció públicamente tras conocerse la captura de Nicolás Maduro, con un mensaje dirigido al pueblo venezolano.   https://t.co/QQ2Go3T5BK"
2007602767138038040,2026-01-03 23:59:33+00:00,LuMiSaBe,"Solo aquellos comunistas que viven en un país democrático son los que protestan por la captura de un delincuente como Maduro, ninguno que viva bajo un régimen comunista y sufra lo que han sufrido los venezolanos no apoyaría esta acción directa contra Maduro."
2007596319079313840,2026-01-03 23:33:56+00:00,Luisrgrb65,Videos filtrados de Nicolás Maduro -Ya no grita ni se la tira de Arrecho... https://t.co/CNK2zMZ9mI
2007602767100363164,2026-01-03 23:59:33+00:00,KrlosDnis,@InformaCosmos Se acordaron de las formas  Cuando el genocida de maduro se robó las elecciones no reclamaron
2007602764952846552,2026-01-03 23:59:33+00:00,ForosTelecinco,"Aunque fuimos nosotros quienes orquestamos tu muerte para que pareciese un suicidio, espero que desde el cielo, o más abajo, estés orgulloso de que acabamos secuestrar a Maduro, pasándonos las leyes por las pelotas, como hacíamos con aquellas jovencitas. ¿Te acuerdas?"
2007584162413457867,2026-01-03 22:45:38+00:00,Dix_Soleil,@NatRothschild1 https://t.co/Hgg0zVvHgV
2007602764743094518,2026-01-03 23:59:33+00:00,1_Luis_Gonzalez,"¡¡CALLATE CORRUPTO DE 💩💩POR TU CULPA MÉXICO ESTÁ VIVIENDO UN PERIODO DE DECADENCIA COMO NUNCA EN NUESTRA HISTORIA DE SOBERANÍA DEMOCRÁTICA, YA TE LLEGARÁ EL TURNO PARA ACOMPAÑAR A MADURO EN PRESIDIO…!!"
2007562430834950500,2026-01-03 21:19:16+00:00,lopezobrador_,"Estoy retirado de la política, pero mis convicciones libertarias me impiden callar ante el prepotente atentado a la soberanía del pueblo de Venezuela y el secuestro de su presidente. Ni Bolívar ni Lincoln aceptarían que el gobierno de Estados Unidos actuara como una tiranía mundial.  Presidente Trump: no caiga en la autocomplacencia ni escuche el canto de las sirenas. Mande al carajo a los halcones; usted tiene capacidad para actuar con juicio práctico. No olvide que la efímera victoria de hoy puede ser la contundente derrota del mañana. La política no es imposición.  Recuerde que “el respeto al derecho ajeno es la paz”, como nos enseñó Benito Juárez en el siglo XIX. Soy mexicano con mucho orgullo, pero también latinoamericano. Apoyo incondicionalmente a mi presidenta Claudia Sheinbaum.  Por ahora no le mando un abrazo.  AMLO"
2007602761312116934,2026-01-03 23:59:32+00:00,jcmspx,🇺🇸🇻🇪🔥 | HISTÓRICO — El exmandatario venezolano Nicolás Maduro y Cilia Flores ingresan a Estados Unidos arrestados para enfrentar la justicia. #NicolasMaduro #Venezuela #VenezuelaLibre   https://t.co/w0gXn12Cyn
2007602760204923363,2026-01-03 23:59:32+00:00,jhonrivriv,@PonchoGutz Si los que salen a llorar por maduro. Gracias Sr presidente Trump.
2007602759441564149,2026-01-03 23:59:31+00:00,JRmatias__,"Maduró reprimiendo jubilados con el protocolo antipiquete de @PatoBullrich  Ese es mi general, respetando el derecho a transitar libremente de los ciudadanos Bolivarianos"
2007512161711730853,2026-01-03 17:59:31+00:00,mediadeguarapo1,Lo que ocurrió cuando Venezuela quiso hacer algo: https://t.co/HjUVTnDTY0
2007602758623604771,2026-01-03 23:59:31+00:00,Agustines2Tin,"@Quesadacid Como si Maduro no hubiese matado miles de personas. Por cierto, el Gordo Dan te robó un twit, fijate"
2007602758288118109,2026-01-03 23:59:31+00:00,TiempoHonduras,El caso de Manuel Antonio Noriega vuelve a ser recordado con la captura de Nicolás Maduro en 2026. https://t.co/yBRrumsXTs
2007602757512151520,2026-01-03 23:59:31+00:00,jorge_jagaj1962,"@VaneDeCol Y por eso mismo los verdaderos venezolanos en el exilio hoy celebran con el alma. Los que protestan reclamando que ""liberen"" a Maduro ni son venezolanos ni tienen idea del mal que este dictador le ha hecho a su pueblo."
2007602757230805484,2026-01-03 23:59:31+00:00,grok,"@maurotimauroti @ManuelVegaMX @EseTalMikeFit @TheGreatJosephS @liderponce574 @MaraVil88466996 @soccergol4 @KroGi30008 @adnware @MinekoKia @l_enriqueromero @m_pulido_abreu @SocCivilMx @4T_Segundo_Piso @Chatomex2016 @KleineKrOteFifi @flyndamx @ElSinaloenC @Diowlone @31m3r0m3r0 @LazurdaXotchitl @pato_chavezp @castillollanasm @JuPaVeBe @MayraABR1 @Joaqun1411611 @ayon140775 @JLo_S_X_M @JorgeEd52527385 @jose_ville1 @Calvari666 @soccertruc72454 @Ruiz1974Victor @Arra2709mrt @estanislaojr @Guiller72691024 @riverainmexico @iVNuevoo @AntiLatiFundio8 @fernandeznorona @POTUS @realDonaldTrump @TheJusticeDept @SecRubio @SecretaryTurner @Sec_Noem @SecMayorkas @lopezobrador_ @Claudiashein Entendido, observación justa. Sobre las estatuas en Venezuela: videos circulando son de protestas de julio 2024, no de hoy. Confirmado el arresto de Maduro por fuerzas EE.UU., pero sin reportes de derribos nuevos. Fuentes: CNN, Reuters."
2007602756861997562,2026-01-03 23:59:31+00:00,fabioarevalo,"@MoisesNinco_ Maduro es el sujeto más impopular y odiado en el mundo. El bombardeo fue contra su tiranía, para salvar a Venezuela. Al contrario quiénes defiendan dictadura fascista q usa bandera de la muerte (roja con negro), serán más impopulares y odiados. Los buenos políticos son demócratas"
2007602756241211609,2026-01-03 23:59:31+00:00,FinalBeatle,"Ahora invocan el derecho internacional. Pero no lo hicieron con la invasión de Putin a Ucrania, no lo hicieron con el ataque terrorista criminal de Hamas, ni con los presos políticos torturados y asesinados por Maduro. Tienen indignación selectiva, parece. https://t.co/fEstWFPR4T"
2007602755838587003,2026-01-03 23:59:31+00:00,MyriamBregmanMx,@miporonga2 @morfofetos No no nooooooooo Q vuelva no me importa Maduro 😭💔
2007602754374783073,2026-01-03 23:59:30+00:00,DODI_VZLA,Trump publica varias imágenes del seguimiento de la operación para derrocar a Maduro.  https://t.co/hG7sBLhkTl
2007602753334554875,2026-01-03 23:59:30+00:00,Marcelo72260575,"@GayerGus Canta maduro, canta!"
2007602752743190924,2026-01-03 23:59:30+00:00,tavita110,"@jeannette_jara Por qué nunca condenaron con esta misma fuerza la narcodictadura de Maduro? yo creo que eso era más grave sra Jara, no insulte la inteligencia de los chilenos"
2007602752428314947,2026-01-03 23:59:30+00:00,GIRONV875,"La Diputada Claudia Ortiz, la defensora de pandilleros, ahora defendiendo al narcotraficantte Nicolas Maduro. Con razon  se le ha bautizado como  ""Diputada Votos de sangre"""
2007592000586187053,2026-01-03 23:16:46+00:00,ClaudiaOrtizSV,A veces no es una constante… es falta de comprensión https://t.co/vBpb9d1Wu4
2007602752038547686,2026-01-03 23:59:30+00:00,GundoZar03,Venezuelan President Nicolás Maduro woke up to find an American flag in his room https://t.co/qDf1ExJ2hZ
2007602749857530169,2026-01-03 23:59:29+00:00,ReinaDelvalleR2,Caracas en apoyo del Presidente Maduro #Venezuela https://t.co/W42AXwfXul
2007602748859277589,2026-01-03 23:59:29+00:00,Gabriel53158355,"@meganoticiascl Eran las 2 de la mañana y estaban rumbeándo  Se enteraron que maduro cayó y siguieron rumbeándo, y Asi los últimos 10 años"
2007602748469195133,2026-01-03 23:59:29+00:00,MarioJPenton,❌#ULTIMAHORA Imágenes de Nicolás Maduro rodeado de agentes federales en suelo americano https://t.co/xsWqpYngWF
2007602747659661651,2026-01-03 23:59:29+00:00,ESPV_PSPV,"Izquierda Socialista exige la liberación de Maduro y pide al Gobierno que denuncie ""la brutal agresión"" de EEUU  https://t.co/gMaejg5Kpk"
2007602747097649525,2026-01-03 23:59:29+00:00,JorgSNZ,"@luisghernan @lopezobrador_ @realDonaldTrump @Claudiashein Uy!! Que miedo, ya habló el rey del cash!! Ya con eso Trump liberará a Maduro"
2007602744623018438,2026-01-03 23:59:28+00:00,GuadarramaXS,"@FreddyOliviery @ONU_es Zelensky no es terrorista, dictador, ni líder de un cartel como Maduro. Así que mejor resérvate este tipo de comentarios"
2007602743964512496,2026-01-03 23:59:28+00:00,alexxdominguez9,@AlertaNews24 Che no falta Maduro ahi?
2007602743360532647,2026-01-03 23:59:28+00:00,adascript,"@CarlosIbarra23i @LillyTellez Siempre va a existir un régimen en Venezuela, capturar a Maduro es sólo una ilusión de “libertad”."
2007602743326998691,2026-01-03 23:59:28+00:00,Joseblazer1,@MadameSiimone MADURO FUE PRESO POR CRIMINAL  Y NARCOTERRORISTA
2007602741598924859,2026-01-03 23:59:27+00:00,gatitoguiri,"@lasalvacicn —menos mal que soy más maduro... —ríe levemente, acunándose un poco más en su mano, sintiendo cómo su corazón va a mil por hora—. tú también sigues igual. más mayor, más guapo si es posible... pero sigues siendo tú. y menos mal."
2007602740537786740,2026-01-03 23:59:27+00:00,soy_502,"😳 Trump dice que ""muchos"" cubanos murieron en el ataque en Venezuela  Trump dijo que muchos cubanos murieron cuando las fuerzas estadounidenses atacaron Venezuela y capturaron al presidente Nicolás Maduro.  https://t.co/FzUqpTZddP https://t.co/zYOxQ5EaOq"
2007602739724124330,2026-01-03 23:59:27+00:00,samantha_font,La comunidad internacional debe unirse para defender la soberanía de Venezuela y rechazar cualquier forma de intervención. ¡La resistencia continúa! ✊ #VenezuelaLibre #RevoluciónBolivariana  Todos con Maduro 💪🇻🇪 https://t.co/uZqc3HJKPx
2007602739333988652,2026-01-03 23:59:27+00:00,danieljhs80,@elcoya1977 @SoyFeudaleM La risa de Tinelli es una ñoqui pagada por Maduro es demasiado obvio que de repente la infeliz es opinadora politica como te dijo @yanilatorre eres una ensobrada risa de tinelli
2007602739120091305,2026-01-03 23:59:27+00:00,Joseu144,Ya no habrá más memes de Maduro 😔 https://t.co/IrHQFqYqv5
2007602737207476556,2026-01-03 23:59:26+00:00,HombreHorrible_,@therealbuni Las chetas de palermo que se callaron 15 años saliendo a opinar de porque derrocar a Maduro está mal : https://t.co/JWtVVUTKkF
2007602734942580939,2026-01-03 23:59:26+00:00,luis_garci83329,@RevistaSemana @revista semana mientras que el pueblo venezolano en todo el mundo que están expulsados de su propio país por la dictadura de maduro una horda de desadaptados criminales colombianos apoyando La dictadura el asesinato el crimen la violación de maduro es para desadaptados
2007602733483008182,2026-01-03 23:59:25+00:00,SworldUrania,@soy_un_penalti @Anacarolinatz Y no es verdad??? El pueblo desarmado jamás hubiera podido sacar a maduro.
2007602732056928540,2026-01-03 23:59:25+00:00,lanonaencarnita,"@CalistoGiampiet Calisto quieres análisis? Maduro es un dictador genocida, Pero sacarlo era acción y operación de los venezolanos como ha pasado en las primaveras árabes, por otro lado, a ti nunca te escuché algo de crítica contra el Alm. Giampietri, aquel que admiraba al delincuente Alex Kouri"
2007602731104837938,2026-01-03 23:59:25+00:00,LightAsAgain,@inorskol @simiocesar7 Esos “boludos” son los mismos hijos de puta que bancan a maduro pero que por su círculo social no lo pueden decir. Siempre recurren a la sobre actuación de “intelectualidad” ante cualquier cosa buena y jamás emiten sonido ante las cosas malas.
2007602728210706675,2026-01-03 23:59:24+00:00,TheCriticOK,"Chavez y Maduro desaparecieron mas de 9 mil ciudadanos, se robaron 3 veces las elecciones, crearon una red narcoterrorista para financiarse ellos y establecer socialismo en toda la region. Eso NO PASO EN AUSTRALIA paso aca. Vos donde estabas agitando la bandera Latina entonces? https://t.co/r4dNhIREjS"
2007503268881244185,2026-01-03 17:24:11+00:00,PablaLunar,"El argumento de que si no sos venezolano no podes opinar de lo que acaba de pasar en Venezuela, esta perdiendo de vista que los paises se encuentran dentro de un contexto regional. Estados Unidos no solo bombardeo Venezuela, sino que Estados Unidos bombardeo America Latina"
2007602727686418911,2026-01-03 23:59:24+00:00,gordoavi0n,Los seals despertando a Maduro y Cilia Flores ayer: https://t.co/4uI6ohVlvL
2007602727644438752,2026-01-03 23:59:24+00:00,DollyCastr12492,"Desgraciado MENTIROSO, culpando a Colombia por lo que usted está contrabandeando, ojalá hubiese sido asi y que el presidente se lo hubiese quitado, por eso no hay que confiar en estás trafugas mentirosas, como no es di amiguito DUQUE, desgraciado que tristeza maldito sea MADURO"
2007218978553487561,2026-01-02 22:34:31+00:00,AlertaMundoNews,"🇻🇪🇨🇴 | Maduro acusó a Petro de ser el responsable del narcotráfico en la región:  ""Toda la cocaína que se mueve en esta región es producida en Colombia, pero no hay colaboración de su lado y Estados Unidos lo sabe..."" https://t.co/R3gKSjpeV9"
2007602726465851512,2026-01-03 23:59:24+00:00,MambucaX,@Ag_Monteverde Maduro pidio y Trump cumplio. Lo mando a buscar en Uber. https://t.co/Z2PxwLssoy
2007602726428147935,2026-01-03 23:59:24+00:00,mimiesquepuf,"@alvariteus La soberanía pertenece a las naciones, no a sus presidentes, que pueden ser ilegítimos. Trump no ha sacado a Maduro del país por eso, sino por supuesto narcotráfico...  Y se lo lleva a Nueva York, no a La Haya, donde no le espera nadie, al contrario que a Netanyahu"
2007602726193246525,2026-01-03 23:59:24+00:00,alfredopontones,"@cayetanaAT @POTUS @MariaCorinaYA @SecRubio Este aventado acto de piratería de Trump sólo puede ser celebrado por gente muy pero muy lerda. No defiendo a Maduro, lo aborrezco. Pero esto que ocurrió en la madrugada de hoy es grave, le da la razón a Putin y a otros sátrapas nefastos."
2007602726189101298,2026-01-03 23:59:24+00:00,VNZRPZ,"@LuisCarlos Por eso es que estamos como estamos por gente como tu, hay que respetarle los derechos humanos a Hitler, Mao, Noriega, Ceausescu, Stalin, Maduro, etc... Son dictadores, criminales, terroristas. Pierden sus derechos humanos al violar los de los demás."
2007602725178229236,2026-01-03 23:59:23+00:00,jjaramor,"@CNNEE Maduro es el títere, falta sacar a los titiriteros."
2007602723227931076,2026-01-03 23:59:23+00:00,Jrobertovilchis,@ladivaza Pues desde hace mucho los venecos hubieran derrocado a Maduro si no querían que otros países opinen.
2007602722506486067,2026-01-03 23:59:23+00:00,fafirafis,"@PresidenciaCuba @DiazCanelB Con eso seguro liberan a Maduro, bola d pendejos"
2007602721399197883,2026-01-03 23:59:22+00:00,Danyibb,@MundoEConflicto Verga lo que falta es que Maduro también financiara a Corea del Norte
2007602719805321418,2026-01-03 23:59:22+00:00,ArmandoMor51056,"@EVilluendasC @mae_rusia @EmbajadaVenRU @EVilluendasC Venezuela no está sola?  Me parece que si. Quienes le pueden hacer frente China, Rusia, Corea del Norte e Irán, así como el supuesto armamento ruso no entraron en acción. Da la impresión de que secuestraron fácilmente al Presidente Maduro."
2007602718698049812,2026-01-03 23:59:22+00:00,NoveoTVabierta,@SenadoresdelPAN @senadomexicano Trump amenaza que encerraran a Maduro en la misma celda en donde se encuentra este peligroso narcotraficante 🫢.  ¡Cuanta maldad! 😳 https://t.co/WDmmOHC6da
2007602718651957617,2026-01-03 23:59:22+00:00,Javier656643770,@indignadoxd Cristina Kichner tendría que estar alojada  en la celda lindera a la de  Maduro.
2007602718198902966,2026-01-03 23:59:22+00:00,Betocoralg,@MximoL3 Sin llorar por favor. En lo absoluto defiendo a Maduro. Está mi buscador para que se entere de lo mucho que he atacado. Me burlo de vos y de los que creen que el problema se acabó. Jajajajaja
2007602717418754456,2026-01-03 23:59:21+00:00,JotaPepeQu,"@lopezobrador_ Habló en que se ha cagado en México, aliado comunista de Maduro  Con la izquierda NI PARA SALUDAR"
2007602716915503433,2026-01-03 23:59:21+00:00,Kota_cast,"Sismo en mex, bombardeo en Venezuela, atrapan a maduro, vegetta se casa https://t.co/v6SW6bXUwy"
2007443575999467665,2026-01-03 13:26:59+00:00,Xiaroyt,Yo cuando entré a Twitter hoy: https://t.co/47A35XUaYY
2007602716500177351,2026-01-03 23:59:21+00:00,christuntway,@SenorCaicedo @IvanCepedaCast Difícil sin el financiamiento de maduro
2007602715883684319,2026-01-03 23:59:21+00:00,Johnx2R,"Jack Ryan - Season 2 Episodio 8 : chekeen como capturaron a Maduro, tal cual."
2007602715162222662,2026-01-03 23:59:21+00:00,VivarGerman,"@JoseMarioMX @epatriau El problema es Maduro, o no es cierto que él usó la ley del más fuerte durante todo su gobierno? Si Maduro no hubiera abusado de la fuerza bruta y hubiera aceptado su derrota en las elecciones, no habría lugar a disquisiciones filosóficas. 🤷🏻"
2007602714981871796,2026-01-03 23:59:21+00:00,88lamaga,De tan maduro se pudrió https://t.co/gEQb37lgVX
2007601796093730937,2026-01-03 23:55:42+00:00,abrilcba_,"Esta imagen es una de las más nefastas de la historia. Cristina condecorando a Maduro. Hoy estos dos delincuentes están presos. Ni olvido, ni perdón. https://t.co/HnXMn35iPJ"
2007602712968658962,2026-01-03 23:59:20+00:00,FabianAlexisRo3,@camila_vallejo Son basura ustedes y su zurderio defensor del dictador de maduro ojala sean los proximos
2007602712826003862,2026-01-03 23:59:20+00:00,Fortesqe,"@anxietyyw @alb_olmos Venga, vete con Maduro, soplapollas."
2007602711223804244,2026-01-03 23:59:20+00:00,codiguillos,"¿Cuando Maduro se robó las elecciones presidenciales, reprimió a un gentío, encarceló a inocentes y masacró a unos cuantos, qué hizo el Derecho Internacional al respecto?"
2007602710821134653,2026-01-03 23:59:20+00:00,Antiizquierdist,@brunoespejo90 Y aún la Corte IDH le chupa la Gapin a los defensores de Maduro.
2007602709583782073,2026-01-03 23:59:20+00:00,RiverRow1996,"@OKural @lucho186 @juanma_rguez Que soberanía ser de inframundo?! Si Maduro perdió las elecciones y no entregó el poder. Cuba no ha tenido elecciones en más de 67 años! Sabes quienes construyeron esas petroleras que hicieron grande a Venezuela antes de Chávez? Inversiones extranjeras, y llegaron a destruirlo."
2007602708786880575,2026-01-03 23:59:19+00:00,FotoVenezolano,@arielviano @pichuzelaya dónde estabas cuando maduro asesino Venezolanos? Dónde estabas cuando Chávez dió el golpe de estado? Hipocritas
2007602707423736232,2026-01-03 23:59:19+00:00,LaNeoDerecha,"@Jojadsf @adornibord Es una cuestión de ADN, la misma convicción que tuvieron Chávez y Maduro para hablar incoherencias la tienen estos ""ingenieros"" y ""jueces"" que vienen a manejar un pedidos ya."
2007602705737437563,2026-01-03 23:59:19+00:00,ElPeriodico_Esp,Las imágenes de Nicolás Maduro bajando del avión en Nueva York https://t.co/aBDw4IhOSF
2007602703359418484,2026-01-03 23:59:18+00:00,WillyCruzh,"@CristhianJ30 ¿Maduro respetó la autodeterminación de Venezuela? El gobierno de RD considera Ilegitimo al gobierno de Maduro. Si ese régimen no respetó la autodeterminación de Venezuela, entonces tampoco merece ser respetado."
2007602700935131304,2026-01-03 23:59:18+00:00,oscarglenn,"Así el apoyo del Presidente Francés Emmanuel Macron a la detención de Nicolás Maduro  “El pueblo venezolano ahora está libre de la dictadura de Nicolás Maduro y sólo puede alegrarse.  Al tomar el poder y pisotear las libertades fundamentales, Nicolás Maduro ha socavado gravemente la dignidad de su propio pueblo.  La próxima transición debe ser pacífica, democrática y respetuosa de la voluntad del pueblo venezolano. Esperamos que el presidente Edmundo González Urrutia, elegido en 2024, pueda asegurar esta transición lo más pronto posible.  Actualmente estoy en conversaciones con nuestros socios en la región.  Francia está totalmente movilizada y vigilante, especialmente para garantizar la seguridad de sus ciudadanos en estos tiempos de incertidumbre.”"
2007520035766509829,2026-01-03 18:30:49+00:00,EmmanuelMacron,"Le peuple vénézuélien est aujourd’hui débarrassé de la dictature de Nicolás Maduro et ne peut que s’en réjouir.       En confisquant le pouvoir et en piétinant les libertés fondamentales, Nicolás Maduro a porté une atteinte grave à la dignité de son propre peuple.  La transition à venir doit être pacifique, démocratique et respectueuse de la volonté du peuple vénézuélien. Nous souhaitons que le Président Edmundo González Urrutia, élu en 2024, puisse assurer au plus vite cette transition.  Je m’entretiens en ce moment avec nos partenaires de la région.  La France est pleinement mobilisée et vigilante, notamment pour assurer la sécurité de ses ressortissants en ces heures d’incertitude."
2007602699236429902,2026-01-03 23:59:17+00:00,EmilioSuar63187,"@jordievole Porque a tí, lo que piensen los venezolanos, que están celebrando la caída de Maduro por todas las ciudades en mundo, te importa poco."
2007602698909372919,2026-01-03 23:59:17+00:00,JulioFP83,"@LuisaGonzalezEc Si debe de caer que se haga, así como su amigo jefe Rafael Correa asesoraba a Maduro, también debe ir preso por narcotrafico."
2007602695314780446,2026-01-03 23:59:16+00:00,MariaIs36577331,"@sanchezcastejon Eras  financiado por Maduro, al igual que Zapatero, Pablo Iglesias y Podemos, que fue creado financieramente por Chavez. Eres lo peor de España."
2007602694572388492,2026-01-03 23:59:16+00:00,KeiKeiPR1,@VVperiodistas_ @Moluskein @NoticentroWAPA Pero porque no se van? Ya arrestaron a maduro. Ya son libres.
2007602694303953196,2026-01-03 23:59:16+00:00,0xdfs,@biotecnoblog No lo defiendo pero a cuantos paises invadió Maduro?
2007602690478747668,2026-01-03 23:59:15+00:00,Court1066408,"US conducts airstrikes on Venezuela’s capital, Maduro declares national emergency https://t.co/tarzIKMuwh"
2007602689262104950,2026-01-03 23:59:15+00:00,grok,"Delcy Rodríguez es una política venezolana, abogada y diplomática. Ha sido vicepresidenta ejecutiva de Venezuela desde 2018 y ministra de varios cargos. Tras la captura de Nicolás Maduro por EE.UU. el 3 de enero de 2026, asumió poderes presidenciales interinos según la Constitución, pero ella afirma que Maduro sigue siendo el único presidente y rechaza la intervención estadounidense. Fuentes: Wikipedia, NYT."
